Script started on 2025-11-15 10:23:10+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
 5104123        0     9721  100.00%           29      60165
 4950516        0     9117  100.00%           29      60166
 5187462       26     9483  100.00%           29      60168
 5164398       55    10078  100.00%           29      60170
 5193483      491    10087   99.99%           29      60172
 5139955      292     9245   99.99%           29      60175
 5205628        0     9184  100.00%           29      60177
 5130292      102     9842  100.00%           29      60178
 5208676       23     9744  100.00%           29      60180
 5174792        0     9211  100.00%           29      60170
 5174558      363     8674   99.99%           29      60172
 5066609      150     9374  100.00%           29      60174
 5024384        0     8964  100.00%           29      60175
 5210692        0     9704  100.00%           29      60175
 5192360       81     9535  100.00%           29      60177
 5117979        0    10151  100.00%           29      60178
 5096041        0     9859  100.00%           29      60180
 5181875        0     9701  100.00%           29      60181
 5164855        0     9932  100.00%           29      60133
 5167086        0     9185  100.00%           29      60134
 5204316        0     9207  100.00%           29      60136
 5225937      112    10065  100.00%           29      60137
 5170675        0     9336  100.00%           29      60139
 5148323       14    10557  100.00%           29      60140
 5172365      173     9400  100.00%           29      60142
 5085212        0     9530  100.00%           29      60143
 5208273        0    10207  100.00%           29      60144
 5232565        0     9051  100.00%           29      60146
 5175867       48     8933  100.00%           29      60148
 5225968        0     9119  100.00%           29      60149
 5095998        0     9634  100.00%           29      60150
 5239547        0     9220  100.00%           29      60151
 5214133        0     9098  100.00%           29      60152
 5188606        0     9820  100.00%           29      60153
 5203906        0     8833  100.00%           29      60154
 5076232      486     8764   99.99%           29      60157
 5300244      330     9009   99.99%           29      60159
 5101411        0     9046  100.00%           29      60160
 4988362      164     9186  100.00%           29      60161
 5201974        0     9668  100.00%           29      60162
 5138898        0     9358  100.00%           29      60163
 5080904        0    10293  100.00%           29      60164
 5183151        0     9865  100.00%           29      60165
 5138417        0     9567  100.00%           29      60166
 5150222        0     9120  100.00%           29      60167
 5162301        0     9422  100.00%           29      60168
 5100131        0     9380  100.00%           29      60169
 5052177      158     8753  100.00%           29      60171
 5103739      126     9678  100.00%           29      60173
 5216697       75     9254  100.00%           29      60175
 5189995      175     8987  100.00%           29      60177
 5205078     2644     9332   99.95%           30      60188
 5109034        4     8441  100.00%           30      60178

Script done on 2025-11-15 11:09:06+00:00 [COMMAND_EXIT_CODE="143"]
